,label,PCA_feature_110,PCA_feature_124
1,1.0,0.04226239089836448,-0.025485784054757488
2,1.0,0.00818023548383462,-0.0027394974476784295
2,0.0,0.0084220417626934,0.009122865308722639
3,0.0,0.6345490556559028,-0.23782055344313902
4,0.0,-0.046924207925141494,0.011857536492165251
5,0.0,-0.03838634472281675,-0.002518789328636778
5,1.0,-0.7512529314747729,0.7277241658000297
7,0.0,-0.22207297551079502,0.1658299215964103
7,1.0,0.09578620562372892,-0.22052390078507117
8,1.0,0.07270843851904737,0.1093192254600823
9,0.0,0.0073510454553848414,-0.0016379256421700794
10,1.0,-0.00858113585488851,-0.008582594385902614
11,1.0,-0.14233834782143637,0.025436363294366833
11,0.0,-0.015784777957650986,0.01983051269327918
12,1.0,0.038344816033112766,0.028278983122229207
13,0.0,-0.012985488460007244,7.690036710489984e-05
13,1.0,-0.017688246976249267,-0.022072897884607576
16,1.0,0.07762114947278076,0.017357005979267273
16,0.0,-0.08219060995119976,0.03004900094602518
17,1.0,-0.774480301293313,-0.42141351785737646
17,0.0,0.05713390927181648,-0.06654944458904322
18,1.0,0.27686962071686555,-0.010165038090031386
18,0.0,-0.12909375537234935,0.057071275959497444
19,1.0,-0.057142767595091515,-0.03728461119370999
19,0.0,-0.02363298277805681,-0.026051436346107237
20,0.0,-0.10532655857130524,-0.04837546826176867
20,1.0,0.07419714007784775,0.0119373363600339
21,0.0,-0.06241966574346752,0.05802715841093861
21,1.0,-0.01983602481144363,-0.01143971581041281
22,0.0,0.03635029298308398,-0.025384662350752762
22,1.0,0.4687413999379916,-0.09758025710997045
23,1.0,-0.08590875357121099,-0.11251646525797443
23,0.0,1.264020702755107,0.7315940901046951
24,0.0,0.15877828030426866,0.05713676533806805
24,1.0,-0.23220388897676209,0.10535074924233456
25,0.0,-0.3313979082957506,-0.06422009161663572
27,0.0,-0.14443472927130985,0.08661938194678101
27,1.0,0.07453453096330533,-0.04422522168394502
28,0.0,0.038522105303214954,0.07636170065310915
28,1.0,0.0845736929293924,0.03601657564272332
29,1.0,-0.292339540889978,-0.13504519562665984
29,0.0,0.01112112247610475,0.03560473067652878
30,0.0,-0.07120111374966304,-0.012244056484214616
31,1.0,0.08575318700242152,0.04204446841983195
32,1.0,-0.0018120722334286632,0.25984625758900326
33,1.0,-0.042092986575974344,-0.0350264406170662
34,1.0,-0.03024005028383764,-0.009262856979247794
34,0.0,-0.04507721864526898,0.05920287780935457
35,0.0,0.032604952318085245,0.04699783185968626
35,1.0,-0.18551812944604357,0.12692615288652048
36,0.0,0.0699601369028186,0.14100189596092572
37,1.0,0.25213170866099277,0.3650211372137971
37,0.0,-0.0892088312080839,-0.062160518416501054
38,1.0,0.15471719184215044,-0.41421422479658204
39,1.0,0.07119742951451674,-0.5683644517230515
39,0.0,-0.2037876706304003,0.024059240233000906
40,1.0,0.1451863534140584,-0.1868644363406736
41,0.0,-0.5315309386897226,0.34725401386059773
41,1.0,-0.5009203693904445,-0.0948521341937576
42,1.0,0.034110080407215915,0.04617702765760445
42,0.0,-0.13330263656702251,0.4428667404161636
43,1.0,0.05606695936093109,0.00990845529157347
43,0.0,0.5106195991387426,-0.24322087126497924
45,1.0,-0.3668494595690226,0.04777210094840201
46,0.0,-0.11825604136974649,0.010525359057296485
