,label,PCA_feature_2,PCA_feature_14
1,1.0,-4.6052184687565125,0.1269469915651668
1,1.0,-4.6052184687565125,0.1269469915651668
1,1.0,-4.6052184687565125,0.1269469915651668
2,0.0,0.9626202212005489,0.2204641127157782
2,1.0,-4.480450374651669,1.0373864969131075
2,1.0,-4.480450374651669,1.0373864969131075
2,1.0,-4.480450374651669,1.0373864969131075
3,0.0,0.7149419220625326,0.03443521924832517
4,0.0,-0.32345898158569286,-0.2581477638742542
5,0.0,1.62718882318057,-0.32482304167132686
5,1.0,-1.594238434416213,-0.25395758507522903
7,1.0,-0.7789744119904478,-0.12053300486379842
7,1.0,-0.7789744119904478,-0.12053300486379842
7,1.0,-0.7789744119904478,-0.12053300486379842
7,0.0,0.23115796550844425,0.10165218168653914
8,1.0,-0.20380204211282232,-0.2196555971641439
9,0.0,5.544455236248869,0.5715417050811012
10,1.0,1.2447264568798149,-0.9341690556370712
10,1.0,1.2447264568798149,-0.9341690556370712
11,0.0,4.183979238323506,1.2014479231570354
11,1.0,0.1809925109640407,-0.49457639969069683
11,1.0,0.1809925109640407,-0.49457639969069683
12,1.0,1.8731441696749336,-0.358218241225184
13,1.0,-0.05269255231957361,-1.0284257389383498
13,1.0,-0.05269255231957361,-1.0284257389383498
13,0.0,2.7709088573651406,-0.6028072520624208
16,1.0,0.6243642119290396,-1.045421725087574
16,1.0,0.6243642119290396,-1.045421725087574
16,1.0,0.6243642119290396,-1.045421725087574
16,0.0,0.898904053466962,0.2805418963968743
16,1.0,0.6243642119290396,-1.045421725087574
17,1.0,-1.845683555933669,0.4397709063728723
17,0.0,-1.0796895583547093,-0.893996606869264
18,0.0,-1.3228061117491239,0.1453844882634767
18,1.0,-1.8590270360382681,-0.062028913724108896
19,1.0,-2.016409657068404,0.15156333754167356
19,0.0,3.567551603698655,1.1166585988733837
19,1.0,-2.016409657068404,0.15156333754167356
20,0.0,0.37605737600273575,0.9447267777192374
20,1.0,-0.5680045537097216,0.058881795293742795
20,1.0,-0.5680045537097216,0.058881795293742795
21,0.0,2.9048589899775985,0.5842610531410523
21,1.0,5.132915249496049,-1.0956840385236188
21,1.0,5.132915249496049,-1.0956840385236188
22,1.0,-1.2963227755230022,0.17806520582675378
22,0.0,5.312152024223375,0.27623182984816314
22,1.0,-1.2963227755230022,0.17806520582675378
23,0.0,-0.3631990493643875,0.2508084021707179
23,1.0,-2.575769421154228,0.2430854729195203
23,1.0,-2.575769421154228,0.2430854729195203
24,1.0,-2.6431139649717244,0.03041641601148068
24,0.0,4.512703036674612,-0.14291585264761003
24,1.0,-2.643113964971724,0.03041641601148068
25,0.0,0.3318777704552622,-0.418629002361994
27,1.0,-2.3786835997246696,-0.8697352504411551
