,label,PCA_feature_11,PCA_feature_3
1,0.0,1.1438806873175698,-2.758241586647062
1,1.0,0.2188137352112027,4.450455152928563
1,1.0,0.2188137352112027,4.450455152928563
1,1.0,0.2188137352112027,4.450455152928563
2,1.0,1.9935922253939728,6.736429557835909
2,0.0,0.3039849961140699,-0.526318377756612
2,1.0,1.9935922253939728,6.736429557835909
2,1.0,1.9935922253939728,6.736429557835909
3,1.0,-0.31705016197551456,-0.8322535979329475
5,1.0,-0.7034019124760265,-0.15412484136589127
5,0.0,-0.9221457263814186,1.4615717032689457
5,1.0,-0.7034019124760265,-0.15412484136589127
5,1.0,-0.7034019124760265,-0.15412484136589127
6,1.0,-0.11271802619888541,-0.24022443868703702
7,0.0,-0.0032408149354684126,-1.7637474442882104
7,1.0,-1.0941183771634149,-0.7097463204521569
7,1.0,-1.094118377163415,-0.7097463204521569
8,1.0,-0.648242928391219,-1.2165130365745231
8,0.0,0.6119779080028632,-2.125835847431967
8,1.0,-0.648242928391219,-1.2165130365745231
9,0.0,-1.4516118148820858,-1.6316498253189669
10,1.0,-0.9023831507521609,1.9909145503468872
11,1.0,1.0858857468544083,-0.9861853047151922
11,0.0,0.8543908231024047,-0.4337000168558884
11,1.0,1.0858857468544083,-0.9861853047151922
12,1.0,-0.9610719305291339,0.8363915760942415
12,1.0,-0.9610719305291339,0.8363915760942415
12,0.0,0.26867696284655174,-1.6876126528640252
12,1.0,-0.9610719305291339,0.8363915760942415
12,1.0,-0.9610719305291339,0.8363915760942415
13,1.0,1.21386435559954,1.109104749703364
13,0.0,0.4121239507572843,0.20311133387521232
14,1.0,-0.13802548833820713,2.1354194637571142
14,0.0,0.43301682231288136,1.1954365890073364
15,1.0,-0.11587704823165752,2.988859668830028
15,1.0,-0.11587704823165755,2.9888596688300275
15,0.0,-0.13769404107272837,-3.9623273601215776
17,0.0,0.7769372101251589,0.3296911440054615
17,1.0,-0.3659010173484959,1.4220990404645693
17,1.0,-0.3659010173484959,1.4220990404645693
18,0.0,0.6826547442889357,2.3498442732728577
19,0.0,-0.1813630003201639,-4.141118292334217
19,1.0,-0.5547244128385194,1.810992665267792
19,1.0,-0.5547244128385198,1.8109926652677923
21,0.0,0.4497524275853184,-3.976443803452289
22,1.0,-1.0172358761446576,1.1176427403898566
22,0.0,0.02594522956937318,0.561733193467024
22,1.0,-1.0172358761446576,1.1176427403898566
23,0.0,-0.8035520877589344,-0.26489577480088244
24,0.0,0.09897668423511699,-4.261625887568386
25,1.0,-0.3206658363652197,3.2859232520487516
25,1.0,-0.32066583636521956,3.2859232520487516
26,0.0,-1.7297342401640843,-3.3730799866045302
27,1.0,0.36066612306529533,0.06985673468634784
27,1.0,0.36066612306529533,0.06985673468634784
28,0.0,-0.8696716083528713,-2.294917467513718
28,1.0,0.4888737052505881,-0.5344520564374365
28,1.0,0.4888737052505881,-0.5344520564374365
29,0.0,0.39592549059699067,-3.170884761415053
30,0.0,0.5681025882414474,-4.845540138143935
31,1.0,1.2035970457346397,4.8811716283407405
31,1.0,1.2035970457346397,4.8811716283407405
31,1.0,1.2035970457346394,4.8811716283407405
31,0.0,0.9864460241787943,-2.3013498796807594
31,1.0,1.2035970457346394,4.8811716283407405
32,1.0,-0.4817993385783063,0.5920672688582356
32,1.0,-0.4817993385783063,0.5920672688582356
