,label,PCA_feature_112
1,1.0,0.013127202529366014
2,1.0,0.0016704676909944406
2,0.0,-0.001741581773867587
3,0.0,0.09384130953457911
4,0.0,-0.01632907992300461
5,0.0,-0.0019969909084216336
5,1.0,-0.029560198371405343
7,0.0,0.0037383798547698244
7,1.0,-0.01615602317065901
8,1.0,0.013784059398672565
9,0.0,0.003648256700026723
10,1.0,0.002091837135273049
11,1.0,0.01670625419330974
11,0.0,-0.005962098194866691
12,1.0,-0.0004739236486371312
13,0.0,0.0015329039679709798
13,1.0,-0.0031895541041146586
16,1.0,-0.01135973983884955
16,0.0,-0.0016354375368579158
17,1.0,-0.18465483590321552
17,0.0,0.03767569582729395
18,1.0,-0.007024839087425537
18,0.0,0.01703671392753743
19,1.0,-0.031320496086569186
19,0.0,0.011295076366205227
20,0.0,-0.02264189788922434
20,1.0,-0.010239378234675384
21,0.0,0.010009661726431524
21,1.0,-0.013198758610716125
22,0.0,-7.919261461400429e-05
22,1.0,0.05687544768409722
23,1.0,-0.025821174290078436
23,0.0,-0.006279535707395084
24,0.0,0.04300064691278614
24,1.0,-0.013944043430865954
25,0.0,0.05430649292190874
27,0.0,0.03298233528819984
27,1.0,0.010330433481931418
28,0.0,0.003565134553754363
28,1.0,0.010818123854871485
29,1.0,0.008616570014208432
29,0.0,-0.031075568916749053
30,0.0,0.03832102146972117
31,1.0,0.002852717597821911
32,1.0,-0.04276449304894621
33,1.0,0.030647502611405093
34,1.0,-0.018857031387911654
34,0.0,-0.023750700600495542
35,0.0,0.036737282696575446
35,1.0,0.015952470748363017
36,0.0,-0.010052652575338637
37,1.0,0.0377953232415693
37,0.0,-0.0036538267841273037
38,1.0,0.07246084046310626
39,1.0,0.020145735834529076
39,0.0,-0.004713207761259652
40,1.0,0.07824730234077679
41,0.0,0.055370088417977595
41,1.0,-0.01389901867126625
42,1.0,-0.05034568465946532
42,0.0,0.20821539638098255
43,1.0,0.005696254462711256
43,0.0,0.013403431225905984
45,1.0,-0.05226628675195981
46,0.0,0.027188901040928817
47,0.0,0.016591296490689446
49,0.0,0.0020062942328601813
50,0.0,-0.062061942209352586
50,1.0,-0.022077743219078926
51,1.0,-0.11855134660612571
51,0.0,-0.041399181600999285
52,0.0,0.01409810605639418
53,1.0,0.001316259146329296
53,0.0,0.007243698336608309
54,1.0,0.03768055244528714
54,0.0,-0.00010081555283576911
55,0.0,-0.04216433458938182
55,1.0,0.02948989610688347
56,1.0,-0.008935046345779463
56,0.0,-0.034405419629730385
57,1.0,0.05427204708582466
58,0.0,0.03321267639913815
59,1.0,0.01794618629499986
61,0.0,-0.048031674293024754
62,0.0,-0.04365063260759006
62,1.0,-0.005234870378525647
63,0.0,0.0007076526061278107
65,0.0,0.010327463809574847
67,0.0,0.0292433570911676
68,0.0,-0.03470565741295949
74,0.0,-0.0380089178513797
76,0.0,0.008239765545001415
77,0.0,0.012641264077225073
78,0.0,-0.09652976490100197
79,0.0,0.0007339339801815392
80,0.0,0.014445518242611574
81,0.0,-0.001449653083701966
82,0.0,0.012389254760927327
83,0.0,-0.009965032080724724
85,0.0,-0.05433887621200083
87,0.0,-0.00962898641982169
88,0.0,-0.003725367466346168
91,0.0,-0.032336950568390095
92,0.0,-0.0024443094523346823
93,0.0,-0.011733878245128542
95,0.0,-0.047388157442667306
96,0.0,0.04904543774518998
97,0.0,0.0013749941923174858
98,0.0,-0.01824674521605994
99,0.0,-0.016105171208533615
100,0.0,-0.0013460391087920312
101,0.0,-0.12943509791802724
102,0.0,5.901537667843404e-05
103,0.0,0.058205470884759004
104,0.0,0.0757062027996034
105,0.0,0.039114131455988924
107,0.0,0.07164118865756507
108,0.0,-0.008791374561669403
109,0.0,-0.09720759914553412
111,0.0,0.0235771775909289
112,0.0,-0.004103906589988104
113,0.0,0.014001261210217265
114,0.0,0.021457238105288365
116,0.0,0.012080797164315954
117,0.0,-0.014987224469522055
118,0.0,-0.03342164133360595
119,0.0,-0.021042487021499835
